seq_ID	ID	mRNA	ORF_strand	ORF_frame	ORF_start	ORF_end	ORF	Fickett	Hexamer	Coding_prob
PB.3939.169	PB.3939.169_ORF_1	778	+	3	24	614	591	1.118	0.217312476762648	0.980420522443333
PB.3939.170	PB.3939.170_ORF_1	947	+	1	202	609	408	1.2008	0.197118571598498	0.882854781328401
PB.3939.171	PB.3939.171_ORF_2	670	+	1	43	327	285	0.9938	0.368478508375214	0.728124661338142
PB.3939.172	PB.3939.172_ORF_2	641	+	2	2	286	285	0.9938	0.368478508375214	0.728439323354606
PB.3939.173	PB.3939.173_ORF_2	672	+	2	38	283	246	1.0056	0.425881497281921	0.718636438987468
PB.3939.174	PB.3939.174_ORF_1	638	+	1	199	474	276	1.2416	0.219673796341032	0.697920179814738
PB.3939.175	PB.3939.175_ORF_2	600	+	2	14	259	246	1.0056	0.425881497281921	0.719433997748183
PB.3939.176	PB.3939.176_ORF_3	638	+	1	67	234	168	1.1828	0.66223926817856	0.892068409462331
PB.3939.177	PB.3939.177_ORF_1	355	+	3	51	191	141	0.9522	0.324401978338445	0.265121738927039
PB.3939.178	PB.3939.178_ORF_1	673	+	1	82	510	429	1.2008	0.177617071155553	0.895797082054839
PB.3939.179	PB.3939.179_ORF_3	599	+	2	26	193	168	1.1828	0.66223926817856	0.892274129020808
PB.3939.181	PB.3939.181_ORF_2	410	+	3	18	185	168	1.1828	0.66223926817856	0.893266199917273
PB.3939.180	PB.3939.180_ORF_3	850	+	3	18	185	168	1.1828	0.66223926817856	0.890944089629644
PB.3939.182	PB.3939.182_ORF_2	388	+	1	13	180	168	1.1828	0.66223926817856	0.89338115492417
PB.3939.183	PB.3939.183_ORF_3	441	+	3	24	143	120	0.9852	0.577105666316763	0.595814861291278
PB.3939.184	PB.3939.184_ORF_1	570	+	2	131	406	276	1.2416	0.219673796341032	0.69870567563368
PB.3939.185	PB.3939.185_ORF_3	475	+	3	15	134	120	0.9852	0.577105666316763	0.595365830199036
PB.3939.186	PB.3939.186_ORF_3	727	+	2	11	130	120	0.9852	0.577105666316763	0.592032785763072
PB.3939.187	PB.3939.187_ORF_2	473	+	2	134	313	180	1.119	0.142886036966106	0.246723893392431
PB.3939.188	PB.3939.188_ORF_1	464	+	1	112	300	189	0.9044	0.158759818796518	0.159974980499691
PB.3939.189	PB.3939.189_ORF_1	483	+	2	89	319	231	1.2184	0.135866339346066	0.438788455662397
PB.3939.190	PB.3939.190_ORF_1	409	+	3	93	245	153	1.0617	0.14247333352731	0.165930045022371
PB.3939.191	PB.3939.191_ORF_1	680	+	1	241	516	276	1.2416	0.219673796341032	0.69743444086505
PB.3939.193	PB.3939.193_ORF_1	363	+	2	14	199	186	0.9979	0.140138444505496	0.185861456223033
PB.3939.192	PB.3939.192_ORF_1	627	+	2	14	289	276	1.2416	0.219673796341032	0.698047324048523
PB.3939.194	PB.3939.194_ORF_1	447	+	2	71	283	213	1.2684	0.228578007095419	0.571866671103225
PB.3939.196	PB.3939.196_ORF_3	3613	+	2	2	229	228	1.1756	0.299973660669276	0.597977195491542
PB.3939.198	PB.3939.198_ORF_1	351	+	3	15	191	177	1.2172	0.315625108635687	0.560626338831349
PB.3939.197	PB.3939.197_ORF_1	559	+	3	15	191	177	1.2172	0.315625108635687	0.557815118404363
PB.3939.199	PB.3939.199_ORF_1	3486	+	1	3145	3414	270	0.8226	-0.333901404690922	0.0149278832407494
PB.3939.201	PB.3939.201_ORF_1	3420	+	1	3046	3315	270	0.8226	-0.333901404690922	0.0149811923123241
PB.3939.202	PB.3939.202_ORF_1	362	+	3	279	347	69	0.3761	-0.463658809153543	0.0001852707578157
PB.3939.203	PB.3939.203_ORF_1	1933	+	3	1563	1832	270	0.8226	-0.333901404690922	0.0162331887082625
PB.3939.204	PB.3939.204_ORF_1	3275	+	2	2453	2722	270	0.8226	-0.333901404690922	0.0150989699722258
PB.3939.205	PB.3939.205_ORF_1	2407	+	3	2034	2303	270	0.8226	-0.333901404690922	0.0158233129994849
PB.3939.206	PB.3939.206_ORF_1	1339	+	2	959	1228	270	0.8226	-0.333901404690922	0.0167615963820385
PB.3939.207	PB.3939.207_ORF_7	2960	+	1	2446	2520	75	0.8424	0.210446550231941	0.0487644926063723
PB.3940.1	PB.3940.1_ORF_1	749	+	2	65	652	588	1.2096	0.652788742391249	0.998930909320039
PB.3942.1	PB.3942.1_ORF_1	1818	+	3	51	1436	1386	0.9782	0.340895623703523	0.999997781796439
PB.3942.2	PB.3942.2_ORF_2	1053	+	1	178	672	495	1.0879	0.384963027951294	0.976751252329466
PB.3943.1	PB.3943.1_ORF_1	1203	+	1	547	1086	540	0.7208	0.0118687125012918	0.669010378113879
PB.3943.2	PB.3943.2_ORF_1	2762	+	1	19	1425	1407	1.223	0.353350532708332	0.999999263562706
PB.3944.1	PB.3944.1_ORF_6	978	+	1	307	372	66	1.1091	-0.439624725538556	0.00250183528817509
PB.3944.2	PB.3944.2_ORF_1	1077	+	3	246	818	573	1.0378	0.138342849519754	0.949791202523652
PB.3944.3	PB.3944.3_ORF_1	2688	+	1	40	2430	2391	1.0068	0.144655250747901	0.999999999909223
PB.3945.1	PB.3945.1_ORF_1	390	+	3	204	383	180	0.7146	-0.35768296630072	0.00389857815036744
PB.3946.1	PB.3946.1_ORF_1	2288	+	3	1110	1268	159	1.123	0.0805233628111186	0.140002392690614
PB.3948.2	PB.3948.2_ORF_3	603	+	2	209	268	60	0.8931	-0.408277549243424	0.0013733112835506
PB.3948.1	PB.3948.1_ORF_1	1522	+	2	146	877	732	1.1774	0.173234607844444	0.995447302775334
PB.3948.3	PB.3948.3_ORF_1	1976	+	1	97	1335	1239	1.0664	0.200486412006788	0.999979955525601
PB.3949.1	PB.3949.1_ORF_1	857	+	1	532	648	117	0.9901	-0.304233023183585	0.0066953009712904
PB.3949.2	PB.3949.2_ORF_2	1586	+	2	209	310	102	0.8217	-0.14599924537581	0.00794120069484271
PB.3949.4	PB.3949.4_ORF_1	200	+	2	104	157	54	0.9532	-0.728195454832907	0.00023204171546915
PB.3949.3	PB.3949.3_ORF_1	696	+	3	303	404	102	0.8217	-0.14599924537581	0.00833503120716529
PB.3949.5	PB.3949.5_ORF_1	2201	+	2	23	1861	1839	0.91	0.0923989227848119	0.99999991851503
PB.3950.1	PB.3950.1_ORF_3	707	+	1	40	117	78	0.8517	0.0246130683957367	0.0196604287980263
PB.3951.1	PB.3951.1_ORF_1	330	+	2	200	256	57	0.3348	-0.619307530983126	5.47382197312183e-05
PB.3952.1	PB.3952.1_ORF_1	2048	+	3	159	1007	849	0.6739	0.039638980132983	0.984034966016843
PB.3953.1	PB.3953.1_ORF_1	413	+	2	308	367	60	0.9051	-0.379208570944378	0.00172470399687629
PB.3954.2	PB.3954.2_ORF_1	2053	+	1	55	432	378	0.7541	-0.107317853698782	0.146316759662658
PB.3954.1	PB.3954.1_ORF_1	2111	+	1	55	483	429	0.7987	-0.0952813241952887	0.274959592470894
PB.3954.3	PB.3954.3_ORF_1	801	+	3	12	104	93	0.7736	-0.287019019456934	0.00271316808722432
PB.3955.1	PB.3955.1_ORF_2	241	+	1	115	186	72	1.2617	-0.0456294420097592	0.049089349034676
PB.3956.1	PB.3956.1_ORF_4	616	+	1	457	507	51	0.8018	-0.129819023656336	0.00489067261525271
PB.3957.1	PB.3957.1_ORF_2	246	+	2	158	232	75	1.1114	-0.0418146990778825	0.0315095056484046
PB.3958.1	PB.3958.1_ORF_1	2105	+	2	32	1987	1956	1.0113	0.238362396956741	0.999999993632318
PB.3959.1	PB.3959.1_ORF_1	3501	+	3	264	3125	2862	0.7577	0.0582861435692014	0.999999999998053
PB.3960.1	PB.3960.1_ORF_6	788	+	3	84	146	63	1.1526	0.015843236018811	0.0432099127077628
PB.3961.1	PB.3961.1_ORF_1	221	+	3	18	155	138	0.6781	-0.412086929982856	0.00156263349911843
PB.3961.2	PB.3961.2_ORF_1	2045	+	3	93	926	834	0.8798	0.299538084288005	0.998054947626687
PB.3962.1	PB.3962.1_ORF_1	1957	+	2	221	1957	1737	1.0933	-0.0333306140094467	0.999999713054568
PB.3962.2	PB.3962.2_ORF_1	879	+	3	60	878	819	1.104	0.0926120131463739	0.996508083022231
PB.3962.3	PB.3962.3_ORF_1	318	+	1	34	318	285	0.9407	0.158710688203998	0.38899361426371
PB.3963.1	PB.3963.1_ORF_1	1771	+	2	173	1051	879	0.9127	0.0888955489257154	0.99629429713394
PB.3963.3	PB.3963.3_ORF_2	377	+	1	292	357	66	0.8694	-0.230570308784802	0.00401794447533373
PB.3964.1	PB.3964.1_ORF_3	2341	+	1	1879	1971	93	0.9692	0.108505786539119	0.0513224064086738
PB.3964.2	PB.3964.2_ORF_3	963	+	3	501	593	93	0.9692	0.108505786539119	0.0551283977663004
PB.3965.1	PB.3965.1_ORF_1	2312	+	1	76	1140	1065	1.3309	0.526570083581273	0.999992055127348
PB.3965.2	PB.3965.2_ORF_1	1821	+	2	314	649	336	1.2318	0.448504352163462	0.94260237816309
PB.3965.3	PB.3965.3_ORF_1	1587	+	2	80	415	336	1.2318	0.448504352163462	0.943292620235727
PB.3965.4	PB.3965.4_ORF_1	1030	+	2	425	865	441	0.9884	-0.00374697118726664	0.606663057055453
PB.3965.5	PB.3965.5_ORF_2	1254	+	3	174	272	99	1.1758	0.594029062103844	0.704383791935352
PB.3965.6	PB.3965.6_ORF_1	1206	+	3	783	884	102	0.9651	-0.414177507398019	0.00262528368142197
PB.3965.7	PB.3965.7_ORF_3	1328	+	2	230	298	69	1.0472	-0.0728983980876095	0.0186728281662972
PB.3965.8	PB.3965.8_ORF_1	962	+	2	533	634	102	0.9651	-0.414177507398019	0.00266054884046848
PB.3965.9	PB.3965.9_ORF_2	618	+	1	259	324	66	0.7057	-0.26159759194462	0.00187221907889417
PB.3966.1	PB.3966.1_ORF_1	2113	+	1	46	657	612	1.2083	0.408747470553989	0.996120661600572
PB.3967.1	PB.3967.1_ORF_4	904	+	2	254	319	66	0.7183	-0.184216017003234	0.00307481323686384
PB.3968.1	PB.3968.1_ORF_1	2639	+	2	89	1717	1629	1.0693	0.238144906930875	0.999999791421631
PB.3968.2	PB.3968.2_ORF_1	2301	+	3	81	1709	1629	1.0693	0.238144906930875	0.999999795251608
PB.3970.1	PB.3970.1_ORF_1	2549	+	1	163	2328	2166	1.0963	0.231749346617948	0.999999999516518
PB.3969.1	PB.3969.1_ORF_1	268	+	2	71	250	180	0.7092	-0.333386882850177	0.00446181816810248
PB.3970.2	PB.3970.2_ORF_1	2782	+	2	203	2368	2166	1.0963	0.231749346617948	0.999999999510301
PB.3970.3	PB.3970.3_ORF_1	733	+	1	34	360	327	0.9271	0.226927606667384	0.589685731493793
PB.3970.4	PB.3970.4_ORF_1	1132	+	3	42	761	720	1.036	0.182886373743809	0.992199547883142
PB.3970.5	PB.3970.5_ORF_1	2629	+	2	152	2317	2166	1.0963	0.231749346617948	0.999999999514392
PB.3971.1	PB.3971.1_ORF_2	664	+	2	323	529	207	1.1622	0.171783420814021	0.37747282575412
PB.3971.2	PB.3971.2_ORF_4	472	+	3	141	191	51	1.3379	0.19858421385129	0.18743588253162
PB.3971.3	PB.3971.3_ORF_1	352	+	2	68	217	150	1.2769	0.08983283058469	0.227444910248218
PB.3971.4	PB.3971.4_ORF_2	273	+	3	3	59	57	1.2942	0.240131826756593	0.216320571130028
PB.3971.5	PB.3971.5_ORF_1	104	+	1	28	84	57	0.702	0.043548515271863	0.0108540059148397
PB.3972.1	PB.3972.1_ORF_1	562	+	1	235	420	186	1.3029	0.137631166095087	0.388916586369084
PB.3972.2	PB.3972.2_ORF_1	164	+	2	83	139	57	0.5838	-0.0964860540285194	0.0031013195980804
PB.3973.1	PB.3973.1_ORF_1	389	+	3	141	281	141	1.2924	0.230548764152986	0.396952313490074
PB.3974.1	PB.3974.1_ORF_2	557	+	1	307	447	141	1.2952	0.286973356447001	0.481173977890806
PB.3974.2	PB.3974.2_ORF_1	1329	+	3	906	1220	315	1.0863	0.0910241906064767	0.479966506261814
PB.3974.3	PB.3974.3_ORF_1	292	+	3	42	182	141	1.2952	0.286973356447001	0.484802328928058
PB.3975.1	PB.3975.1_ORF_2	836	+	1	514	699	186	1.3029	0.155146961467567	0.410813926213466
PB.3975.2	PB.3975.2_ORF_1	258	+	1	10	225	216	1.2975	0.0102864638539581	0.290915281069869
PB.3976.1	PB.3976.1_ORF_1	436	+	3	117	302	186	1.3284	0.111151755699869	0.373380525208264
PB.3977.1	PB.3977.1_ORF_1	395	+	3	72	257	186	1.2978	0.0888379201732301	0.319432026987798
PB.3977.2	PB.3977.2_ORF_1	232	+	3	132	209	78	0.515	-0.494124568200229	0.000276851796905161
PB.3978.2	PB.3978.2_ORF_1	305	+	3	51	200	150	1.2638	0.256132837052197	0.436292701833844
PB.3978.1	PB.3978.1_ORF_1	404	+	1	73	261	189	1.3029	0.167430226447221	0.443045056828895
PB.3978.4	PB.3978.4_ORF_1	440	+	1	73	342	270	0.9572	0.200544046898914	0.421817582497629
PB.3979.2	PB.3979.2_ORF_2	365	+	3	72	260	189	1.0945	0.162426349274264	0.273799612279482
PB.3979.1	PB.3979.1_ORF_1	403	+	3	72	257	186	1.2847	0.104717900826452	0.330568340024586
PB.3979.3	PB.3979.3_ORF_1	1294	+	1	949	1281	333	0.8629	-0.15651043286213	0.104416925482157
PB.3979.4	PB.3979.4_ORF_1	287	+	3	12	167	156	1.2315	0.159816040040226	0.292364377510318
PB.3980.1	PB.3980.1_ORF_1	281	+	1	205	258	54	0.3731	-0.450429465796161	0.000168746356386008
PB.3981.2	PB.3981.2_ORF_1	1794	+	2	104	802	699	0.7506	0.19507315976134	0.975026045095654
PB.3981.1	PB.3981.1_ORF_1	1869	+	2	104	1279	1176	1.1256	0.193718063097904	0.999965742534709
PB.3981.3	PB.3981.3_ORF_1	1688	+	2	104	589	486	0.741	0.242269252208355	0.823572887351078
PB.3981.4	PB.3981.4_ORF_1	1836	+	3	99	1247	1149	1.1289	0.199504521934077	0.99995584674259
PB.3981.5	PB.3981.5_ORF_1	1274	+	3	54	683	630	1.0107	0.123886516295631	0.967258180806054
PB.3981.6	PB.3981.6_ORF_1	1037	+	1	7	447	441	1.0121	0.138282339512246	0.798427344206035
PB.3981.7	PB.3981.7_ORF_3	854	+	1	184	261	78	0.9108	-0.0144022358910053	0.0188839351650838
PB.3981.8	PB.3981.8_ORF_2	590	+	3	348	407	60	1.0416	-0.196322280078792	0.00824118616247152
PB.3982.1	PB.3982.1_ORF_1	2823	+	1	241	1005	765	1.0604	0.408601105487081	0.998783165343974
PB.3982.2	PB.3982.2_ORF_1	93	+	3	18	92	75	0.6157	-0.111102918875908	0.00388677097882385
PB.3982.3	PB.3982.3_ORF_1	1753	+	1	235	999	765	1.0604	0.408601105487081	0.998852422940357
PB.3982.4	PB.3982.4_ORF_1	1570	+	1	232	996	765	1.0604	0.408601105487081	0.998863867275257
PB.3982.5	PB.3982.5_ORF_1	431	+	1	133	342	210	1.0614	-0.121498887905982	0.0703619795801527
PB.3983.1	PB.3983.1_ORF_1	2039	+	1	256	1986	1731	0.7345	0.0841626241839648	0.99999947950622
PB.3983.2	PB.3983.2_ORF_1	2395	+	3	612	2342	1731	0.7345	0.0841626241839648	0.999999469246411
PB.3983.3	PB.3983.3_ORF_1	446	+	1	67	393	327	0.3706	-0.033227728706364	0.0423448359866794
PB.3984.1	PB.3984.1_ORF_1	2075	+	2	218	709	492	0.9125	0.312900691975377	0.931275670480202
PB.3985.1	PB.3985.1_ORF_1	1237	+	2	74	415	342	1.2092	0.367594191610226	0.91124231338418
PB.3985.3	PB.3985.3_ORF_1	101	+	3	45	101	57	1.0632	-0.538815835546103	0.00111145510141058
PB.3985.2	PB.3985.2_ORF_1	1301	+	1	184	486	303	1.0647	0.318708187697308	0.749189644100031
PB.3985.4	PB.3985.4_ORF_1	1492	+	1	130	678	549	1.3307	0.459627237105162	0.996345401115973
PB.3986.1	PB.3986.1_ORF_1	3282	+	1	79	1272	1194	1.0154	0.342373788420809	0.999982046037279
PB.3986.2	PB.3986.2_ORF_1	668	+	3	66	524	459	0.5769	-0.0456624842602059	0.265353089256994
PB.3987.1	PB.3987.1_ORF_1	403	+	1	166	402	237	0.8654	-0.119550608794734	0.0501465268015491
PB.3987.2	PB.3987.2_ORF_1	1638	+	1	124	1023	900	1.2025	0.329811660741293	0.999750883713472
PB.3988.1	PB.3988.1_ORF_1	1623	+	1	25	981	957	1.1369	0.371326643089685	0.999871783180638
PB.3988.2	PB.3988.2_ORF_1	266	+	2	188	265	78	1.0701	-0.378361781212656	0.00376734151364085
PB.3989.1	PB.3989.1_ORF_1	1456	+	1	64	891	828	1.1833	0.507194181420912	0.999799002810736
PB.3989.2	PB.3989.2_ORF_1	1764	+	2	47	874	828	1.1833	0.507194181420912	0.99979558023843
PB.3989.3	PB.3989.3_ORF_1	213	+	1	31	195	165	0.5545	-0.316810976394394	0.00245978479009662
PB.3990.1	PB.3990.1_ORF_1	3545	+	3	39	2102	2064	1.2512	0.449437087406317	0.999999999749908
PB.3990.2	PB.3990.2_ORF_1	2853	+	2	8	1417	1410	1.2606	0.492237536252334	0.999999729348363
PB.3990.3	PB.3990.3_ORF_1	2487	+	2	149	1048	900	1.2613	0.528328294513172	0.999936100628681
PB.3990.4	PB.3990.4_ORF_1	2220	+	3	24	767	744	1.2613	0.514608625680952	0.999608143587064
PB.3990.5	PB.3990.5_ORF_1	1953	+	1	109	510	402	1.3089	0.442024551336024	0.977162639843498
PB.3990.6	PB.3990.6_ORF_2	1831	+	2	62	388	327	1.2748	0.404339487224244	0.929407719125441
PB.3990.7	PB.3990.7_ORF_2	783	+	1	79	204	126	0.914	-0.00395507625577891	0.0343883514815294
PB.3991.1	PB.3991.1_ORF_1	2596	+	2	326	2293	1968	1.1971	0.600213804789932	0.999999999664588
PB.3991.2	PB.3991.2_ORF_1	1415	+	2	416	1114	699	1.2849	0.680670692391993	0.999791210311047
PB.3991.3	PB.3991.3_ORF_1	336	+	1	175	336	162	1.0073	-0.0476136643133449	0.0546252929204478
PB.3992.1	PB.3992.1_ORF_1	1347	+	3	372	632	261	0.7792	0.280528135024164	0.355724599121298
PB.3993.1	PB.3993.1_ORF_1	2239	+	3	72	869	798	1.2375	0.391809720159236	0.999509749207668
PB.3993.2	PB.3993.2_ORF_1	1846	+	2	20	472	453	1.321	0.35806196437265	0.979465556947665
PB.3993.3	PB.3993.3_ORF_1	199	+	2	44	178	135	0.7362	-0.158496567520068	0.00855167888499936
PB.3994.2	PB.3994.2_ORF_1	850	+	1	70	420	351	1.0445	0.430738316699738	0.90604184804416
PB.3994.1	PB.3994.1_ORF_1	1278	+	3	267	848	582	1.0488	0.395908885602757	0.990345424103434
PB.3995.1	PB.3995.1_ORF_1	3164	+	2	107	1126	1020	1.2715	0.53166758651061	0.999983612561629
PB.3995.3	PB.3995.3_ORF_1	2713	+	3	105	1124	1020	1.2715	0.53166758651061	0.999984012829093
PB.3995.2	PB.3995.2_ORF_1	2954	+	3	105	1124	1020	1.2715	0.53166758651061	0.99998380017066
PB.3995.4	PB.3995.4_ORF_1	2655	+	3	69	824	756	1.2653	0.548100314662595	0.999717528620504
PB.3995.5	PB.3995.5_ORF_1	2531	+	1	79	489	411	1.1317	0.492000686433743	0.971186757630552
PB.3995.6	PB.3995.6_ORF_1	2235	+	3	72	404	333	1.0796	0.452756164324218	0.904090118936254
PB.3995.7	PB.3995.7_ORF_1	2123	+	2	50	292	243	0.9612	0.409727673723156	0.63957133865017
PB.3995.8	PB.3995.8_ORF_5	1316	+	2	98	181	84	1.1669	0.165088127495615	0.126025472881593
PB.3995.9	PB.3995.9_ORF_2	1181	+	3	237	401	165	0.8017	0.0183976156720189	0.0402324693963037
PB.3995.10	PB.3995.10_ORF_2	202	+	2	8	58	51	1.1122	-0.160103609198849	0.0120496550628237
PB.3996.1	PB.3996.1_ORF_2	328	+	2	26	76	51	0.7849	0.0785267075251538	0.0164040144923081
PB.3998.1	PB.3998.1_ORF_1	2746	+	1	367	1755	1389	1.2195	0.490894127529777	0.999999604662268
PB.3998.2	PB.3998.2_ORF_1	952	+	1	67	462	396	0.6275	-0.0359082927729415	0.18166385077681
PB.3999.3	PB.3999.3_ORF_8	1041	+	3	3	59	57	0.9278	0.0479892211245602	0.0227902988733344
PB.3999.2	PB.3999.2_ORF_1	2015	+	3	204	977	774	1.1738	0.349160849801462	0.998978527354176
PB.3999.1	PB.3999.1_ORF_1	2419	+	2	89	1381	1293	1.166	0.325760845329451	0.999996276812508
PB.4001.1	PB.4001.1_ORF_1	248	+	2	50	247	198	0.6976	-0.375772644278535	0.00406023674780185
PB.4002.1	PB.4002.1_ORF_1	731	+	3	144	287	144	1.1198	0.245871615496347	0.287948796985487
PB.4002.2	PB.4002.2_ORF_1	499	+	1	142	441	300	1.0037	0.143952256430369	0.458585534934785
PB.4002.3	PB.4002.3_ORF_1	630	+	3	114	572	459	0.9934	0.0189963370150154	0.69250755749418
PB.4003.1	PB.4003.1_ORF_2	1315	+	3	294	554	261	0.474	-0.0113369267787064	0.031817359210035
PB.4004.1	PB.4004.1_ORF_4	2378	+	2	497	646	150	0.5384	-0.0901052125742301	0.00688479135423418
PB.4004.2	PB.4004.2_ORF_1	980	+	1	274	471	198	0.5323	-0.346965030588814	0.00263144676362425
PB.4005.3	PB.4005.3_ORF_1	671	+	2	161	550	390	0.7551	0.109709666288237	0.441931776999054
PB.4005.2	PB.4005.2_ORF_1	1120	+	1	7	999	993	0.8464	0.199389323633862	0.999356043510847
PB.4005.1	PB.4005.1_ORF_1	1612	+	1	13	1491	1479	0.9642	0.246774810653932	0.999998560425186
PB.4005.4	PB.4005.4_ORF_1	1477	+	1	13	1476	1464	0.9642	0.24960136089412	0.999998338683597
PB.4005.5	PB.4005.5_ORF_1	1269	+	1	13	1269	1257	1.0273	0.263611580634622	0.999987700750205
PB.4005.6	PB.4005.6_ORF_1	834	+	1	13	834	822	1.1492	0.318983139092905	0.999268244256508
PB.4006.1	PB.4006.1_ORF_1	1695	+	2	230	1567	1338	0.9606	0.0514922985799929	0.999976808241133
PB.4006.2	PB.4006.2_ORF_1	1809	+	3	78	1682	1605	0.9116	0.0787167234523244	0.999998818684032
PB.4007.1	PB.4007.1_ORF_1	1147	+	1	4	213	210	0.5452	-0.410938353901502	0.00211574795321975
PB.4009.1	PB.4009.1_ORF_2	828	+	1	34	234	201	1.0554	0.515767487687655	0.758197861503723
PB.4009.3	PB.4009.3_ORF_1	323	+	1	25	192	168	1.2786	0.560364697956564	0.863108635314621
PB.4009.2	PB.4009.2_ORF_1	1250	+	3	615	1106	492	1.2621	0.484798681034613	0.992608038746957
PB.4009.4	PB.4009.4_ORF_1	387	+	3	36	245	210	1.2068	0.362912287810535	0.703084495428565
PB.4008.1	PB.4008.1_ORF_1	3221	+	3	978	2849	1872	1.2308	0.375665389644111	0.999999996466257
PB.4008.2	PB.4008.2_ORF_1	776	+	1	43	495	453	1.2285	0.338061253323937	0.970210003492391
PB.4008.3	PB.4008.3_ORF_1	503	+	3	345	449	105	0.5015	-0.334777978322164	0.000925623160366162
PB.4010.1	PB.4010.1_ORF_1	590	+	1	382	558	177	0.9485	0.065663892874879	0.0986346224545663
PB.4011.1	PB.4011.1_ORF_3	910	+	3	45	188	144	1.296	0.326311496283483	0.544963385648634
PB.4012.1	PB.4012.1_ORF_3	838	+	1	10	243	234	1.0063	0.341430827462436	0.570598936413383
PB.4013.1	PB.4013.1_ORF_3	1529	+	1	385	477	93	0.9308	-0.215722269411426	0.00687957401051821
PB.4014.1	PB.4014.1_ORF_1	2800	+	2	122	1390	1269	1.0882	0.204187790971272	0.999986402347099
PB.4014.2	PB.4014.2_ORF_3	556	+	1	238	321	84	1.2226	-0.136231458475428	0.0284324844920829
PB.4015.1	PB.4015.1_ORF_1	1478	+	1	79	1017	939	1.2596	0.642938603873007	0.999980389258332
PB.4016.1	PB.4016.1_ORF_1	1731	+	1	94	1572	1479	1.129	0.392597634542906	0.999999661121232
PB.4016.2	PB.4016.2_ORF_1	1594	+	1	28	1368	1341	1.1273	0.380067747572123	0.999998290523097
PB.4017.1	PB.4017.1_ORF_1	908	+	3	132	758	627	1.0722	0.566499950820346	0.998111757019293
PB.4017.2	PB.4017.2_ORF_1	1418	+	3	114	740	627	1.0722	0.566499950820346	0.998058313040341
PB.4017.3	PB.4017.3_ORF_3	1255	+	2	113	265	153	1.2508	0.584674190706113	0.842124128695903
PB.4018.1	PB.4018.1_ORF_1	2060	+	2	26	1267	1242	1.0959	0.444224262563332	0.999995992162135
PB.4019.1	PB.4019.1_ORF_1	1332	+	2	290	961	672	1.0747	0.33153787474347	0.995194728784982
PB.4020.1	PB.4020.1_ORF_1	766	+	2	80	601	522	1.1578	0.34654803667273	0.983103912330394
PB.4020.2	PB.4020.2_ORF_1	388	+	3	120	212	93	0.8193	0.103155907054313	0.0336000131246465
PB.4021.1	PB.4021.1_ORF_1	2021	+	2	17	1330	1314	1.1684	0.51652153645489	0.999999102413432
PB.4022.5	PB.4022.5_ORF_1	498	+	2	23	88	66	1.0093	-0.135180674563773	0.0114473489378091
PB.4022.4	PB.4022.4_ORF_1	730	+	3	51	203	153	1.1525	-0.219488766764686	0.0288650270764678
PB.4022.2	PB.4022.2_ORF_1	1043	+	3	150	680	531	1.1578	0.711240586816137	0.998277388663879
PB.4022.1	PB.4022.1_ORF_1	1109	+	3	216	746	531	1.1578	0.711240586816137	0.99827115427068
PB.4022.3	PB.4022.3_ORF_1	1019	+	3	126	656	531	1.1578	0.711240586816137	0.998279650147281
PB.4023.1	PB.4023.1_ORF_1	1339	+	2	2	826	825	1.2968	0.641057982840937	0.99993800821317
PB.4023.3	PB.4023.3_ORF_2	446	+	3	156	263	108	0.8752	-0.0118535950366153	0.0241358063345694
PB.4023.2	PB.4023.2_ORF_1	1187	+	3	36	680	645	1.277	0.657309735449551	0.999553373162762
PB.4023.4	PB.4023.4_ORF_1	1624	+	3	63	1118	1056	1.2968	0.643697402334359	0.999995324743376
PB.4023.5	PB.4023.5_ORF_1	1593	+	2	86	931	846	1.3142	0.473387556377407	0.999870535448599
PB.4024.1	PB.4024.1_ORF_1	867	+	2	680	865	186	1.1103	0.00643448756611426	0.126899567743037
PB.4025.1	PB.4025.1_ORF_1	2589	+	3	420	2267	1848	1.1272	0.348439824096479	0.999999992472592
PB.4025.2	PB.4025.2_ORF_1	1419	+	1	595	1098	504	1.1696	0.549649525355466	0.993937786996702
PB.4025.3	PB.4025.3_ORF_1	1200	+	2	377	880	504	1.1696	0.549649525355466	0.994009713574419
PB.4025.4	PB.4025.4_ORF_1	469	+	3	159	260	102	0.8271	-0.214359296627917	0.00569370403838741
PB.4026.1	PB.4026.1_ORF_1	2052	+	1	91	747	657	1.1636	0.42490064921403	0.997524745260079
PB.4026.2	PB.4026.2_ORF_1	1777	+	1	94	474	381	1.1074	0.484338948150951	0.956608566859455
PB.4026.3	PB.4026.3_ORF_2	1632	+	2	224	307	84	1.2382	0.0258680908011042	0.072229471716261
PB.4027.1	PB.4027.1_ORF_1	769	+	1	22	720	699	0.6104	0.247985396940449	0.97231060040953
PB.4027.2	PB.4027.2_ORF_1	526	+	3	3	479	477	0.6337	0.152464976406321	0.643119465096408
PB.4027.3	PB.4027.3_ORF_1	385	+	2	35	157	123	0.9676	0.149609557136986	0.0970760545049298
PB.4028.1	PB.4028.1_ORF_1	1400	+	2	35	1324	1290	0.9882	0.275511875809605	0.999990883403942
PB.4028.2	PB.4028.2_ORF_1	1522	+	2	71	1447	1377	0.8972	0.271586381901985	0.999995140363512
PB.4029.1	PB.4029.1_ORF_1	1230	+	1	70	1110	1041	1.0588	0.497891480760853	0.999970224390639
